Bandit,Reward,Algorithm
6009,True,Epsilon-Greedy
6010,True,Epsilon-Greedy
6011,True,Epsilon-Greedy
6012,True,Epsilon-Greedy
6013,False,Epsilon-Greedy
6014,True,Epsilon-Greedy
6015,True,Epsilon-Greedy
6016,True,Epsilon-Greedy
6017,True,Epsilon-Greedy
6018,True,Epsilon-Greedy
6019,True,Epsilon-Greedy
6020,False,Epsilon-Greedy
6021,True,Epsilon-Greedy
6022,True,Epsilon-Greedy
6023,True,Epsilon-Greedy
6024,False,Epsilon-Greedy
6025,True,Epsilon-Greedy
6026,True,Epsilon-Greedy
6027,True,Epsilon-Greedy
6028,True,Epsilon-Greedy
6029,True,Epsilon-Greedy
6030,True,Epsilon-Greedy
6031,True,Epsilon-Greedy
6032,False,Epsilon-Greedy
6033,True,Epsilon-Greedy
6034,True,Epsilon-Greedy
6035,True,Epsilon-Greedy
6036,True,Epsilon-Greedy
6037,True,Epsilon-Greedy
6038,True,Epsilon-Greedy
6039,True,Epsilon-Greedy
6040,False,Epsilon-Greedy
6041,True,Epsilon-Greedy
6042,True,Epsilon-Greedy
6043,True,Epsilon-Greedy
6044,True,Epsilon-Greedy
6045,True,Epsilon-Greedy
6046,False,Epsilon-Greedy
6047,True,Epsilon-Greedy
6048,True,Epsilon-Greedy
6049,True,Epsilon-Greedy
6050,True,Epsilon-Greedy
6051,True,Epsilon-Greedy
6052,True,Epsilon-Greedy
6053,False,Epsilon-Greedy
6054,True,Epsilon-Greedy
6055,False,Epsilon-Greedy
6056,True,Epsilon-Greedy
6057,True,Epsilon-Greedy
6058,True,Epsilon-Greedy
6059,True,Epsilon-Greedy
6060,True,Epsilon-Greedy
6061,True,Epsilon-Greedy
6062,True,Epsilon-Greedy
6063,True,Epsilon-Greedy
6064,True,Epsilon-Greedy
6065,True,Epsilon-Greedy
6066,True,Epsilon-Greedy
6067,True,Epsilon-Greedy
6068,True,Epsilon-Greedy
6069,True,Epsilon-Greedy
6070,True,Epsilon-Greedy
6071,True,Epsilon-Greedy
6072,True,Epsilon-Greedy
6073,True,Epsilon-Greedy
6074,True,Epsilon-Greedy
6075,True,Epsilon-Greedy
6076,True,Epsilon-Greedy
6077,True,Epsilon-Greedy
6078,True,Epsilon-Greedy
6079,True,Epsilon-Greedy
6080,True,Epsilon-Greedy
6081,True,Epsilon-Greedy
6082,True,Epsilon-Greedy
6083,True,Epsilon-Greedy
6084,True,Epsilon-Greedy
6085,True,Epsilon-Greedy
6086,True,Epsilon-Greedy
6087,True,Epsilon-Greedy
6088,True,Epsilon-Greedy
6089,True,Epsilon-Greedy
6090,True,Epsilon-Greedy
6091,True,Epsilon-Greedy
6092,True,Epsilon-Greedy
6093,True,Epsilon-Greedy
6094,True,Epsilon-Greedy
6095,True,Epsilon-Greedy
6096,True,Epsilon-Greedy
6097,True,Epsilon-Greedy
6098,True,Epsilon-Greedy
6099,True,Epsilon-Greedy
6100,True,Epsilon-Greedy
6101,True,Epsilon-Greedy
6102,True,Epsilon-Greedy
6103,False,Epsilon-Greedy
6104,True,Epsilon-Greedy
6105,True,Epsilon-Greedy
6106,True,Epsilon-Greedy
6107,True,Epsilon-Greedy
6108,True,Epsilon-Greedy
6109,True,Epsilon-Greedy
6110,True,Epsilon-Greedy
6111,True,Epsilon-Greedy
6112,True,Epsilon-Greedy
6113,True,Epsilon-Greedy
6114,False,Epsilon-Greedy
6115,True,Epsilon-Greedy
6116,True,Epsilon-Greedy
6117,True,Epsilon-Greedy
6118,True,Epsilon-Greedy
6119,True,Epsilon-Greedy
6120,True,Epsilon-Greedy
6121,False,Epsilon-Greedy
6122,True,Epsilon-Greedy
6123,True,Epsilon-Greedy
6124,False,Epsilon-Greedy
6125,True,Epsilon-Greedy
6126,True,Epsilon-Greedy
6127,True,Epsilon-Greedy
6128,True,Epsilon-Greedy
6129,True,Epsilon-Greedy
6130,False,Epsilon-Greedy
6131,True,Epsilon-Greedy
6132,True,Epsilon-Greedy
6133,False,Epsilon-Greedy
6134,True,Epsilon-Greedy
6135,True,Epsilon-Greedy
6136,False,Epsilon-Greedy
6137,True,Epsilon-Greedy
6138,False,Epsilon-Greedy
6139,True,Epsilon-Greedy
6140,False,Epsilon-Greedy
6141,True,Epsilon-Greedy
6142,True,Epsilon-Greedy
6143,True,Epsilon-Greedy
6144,True,Epsilon-Greedy
6145,True,Epsilon-Greedy
6146,False,Epsilon-Greedy
6147,True,Epsilon-Greedy
6148,True,Epsilon-Greedy
6149,True,Epsilon-Greedy
6150,True,Epsilon-Greedy
6151,True,Epsilon-Greedy
6152,True,Epsilon-Greedy
6153,True,Epsilon-Greedy
6154,True,Epsilon-Greedy
6155,True,Epsilon-Greedy
6156,True,Epsilon-Greedy
6157,True,Epsilon-Greedy
6158,True,Epsilon-Greedy
6159,True,Epsilon-Greedy
6160,True,Epsilon-Greedy
6161,False,Epsilon-Greedy
6162,False,Epsilon-Greedy
6163,True,Epsilon-Greedy
6164,True,Epsilon-Greedy
6165,True,Epsilon-Greedy
6166,True,Epsilon-Greedy
6167,True,Epsilon-Greedy
6168,True,Epsilon-Greedy
6169,True,Epsilon-Greedy
6170,False,Epsilon-Greedy
6171,True,Epsilon-Greedy
6172,True,Epsilon-Greedy
6173,False,Epsilon-Greedy
6174,True,Epsilon-Greedy
6175,False,Epsilon-Greedy
6176,True,Epsilon-Greedy
6177,False,Epsilon-Greedy
6178,True,Epsilon-Greedy
6179,False,Epsilon-Greedy
6180,True,Epsilon-Greedy
6181,True,Epsilon-Greedy
6182,False,Epsilon-Greedy
6183,True,Epsilon-Greedy
6184,True,Epsilon-Greedy
6185,True,Epsilon-Greedy
6186,True,Epsilon-Greedy
6187,True,Epsilon-Greedy
6188,True,Epsilon-Greedy
6189,True,Epsilon-Greedy
6190,True,Epsilon-Greedy
6191,True,Epsilon-Greedy
6192,True,Epsilon-Greedy
6193,True,Epsilon-Greedy
6194,False,Epsilon-Greedy
6195,False,Epsilon-Greedy
6196,True,Epsilon-Greedy
6197,True,Epsilon-Greedy
6198,True,Epsilon-Greedy
6199,True,Epsilon-Greedy
6200,True,Epsilon-Greedy
6201,True,Epsilon-Greedy
6202,True,Epsilon-Greedy
6203,True,Epsilon-Greedy
6204,True,Epsilon-Greedy
6205,True,Epsilon-Greedy
6206,True,Epsilon-Greedy
6207,True,Epsilon-Greedy
6208,True,Epsilon-Greedy
6209,True,Epsilon-Greedy
6210,True,Epsilon-Greedy
6211,True,Epsilon-Greedy
6212,True,Epsilon-Greedy
6213,True,Epsilon-Greedy
6214,True,Epsilon-Greedy
6215,True,Epsilon-Greedy
6216,True,Epsilon-Greedy
6217,False,Epsilon-Greedy
6218,True,Epsilon-Greedy
6219,True,Epsilon-Greedy
6220,True,Epsilon-Greedy
6221,False,Epsilon-Greedy
6222,True,Epsilon-Greedy
6223,True,Epsilon-Greedy
6224,True,Epsilon-Greedy
6225,True,Epsilon-Greedy
6226,True,Epsilon-Greedy
6227,True,Epsilon-Greedy
6228,True,Epsilon-Greedy
6229,False,Epsilon-Greedy
6230,False,Epsilon-Greedy
6231,True,Epsilon-Greedy
6232,True,Epsilon-Greedy
6233,True,Epsilon-Greedy
6234,True,Epsilon-Greedy
6235,True,Epsilon-Greedy
6236,True,Epsilon-Greedy
6237,True,Epsilon-Greedy
6238,True,Epsilon-Greedy
6239,True,Epsilon-Greedy
6240,True,Epsilon-Greedy
6241,True,Epsilon-Greedy
6242,True,Epsilon-Greedy
6243,True,Epsilon-Greedy
6244,True,Epsilon-Greedy
6245,False,Epsilon-Greedy
6246,True,Epsilon-Greedy
6247,True,Epsilon-Greedy
6248,True,Epsilon-Greedy
6249,False,Epsilon-Greedy
6250,True,Epsilon-Greedy
6251,True,Epsilon-Greedy
6252,False,Epsilon-Greedy
6253,True,Epsilon-Greedy
6254,True,Epsilon-Greedy
6255,True,Epsilon-Greedy
6256,True,Epsilon-Greedy
6257,True,Epsilon-Greedy
6258,True,Epsilon-Greedy
6259,True,Epsilon-Greedy
6260,True,Epsilon-Greedy
6261,True,Epsilon-Greedy
6262,True,Epsilon-Greedy
6263,True,Epsilon-Greedy
6264,True,Epsilon-Greedy
6265,True,Epsilon-Greedy
6266,True,Epsilon-Greedy
6267,False,Epsilon-Greedy
6268,True,Epsilon-Greedy
6269,True,Epsilon-Greedy
6270,False,Epsilon-Greedy
6271,True,Epsilon-Greedy
6272,True,Epsilon-Greedy
6273,True,Epsilon-Greedy
6274,True,Epsilon-Greedy
6275,True,Epsilon-Greedy
6276,True,Epsilon-Greedy
6277,True,Epsilon-Greedy
6278,True,Epsilon-Greedy
6279,True,Epsilon-Greedy
6280,False,Epsilon-Greedy
6281,True,Epsilon-Greedy
6282,False,Epsilon-Greedy
6283,True,Epsilon-Greedy
6284,True,Epsilon-Greedy
6285,True,Epsilon-Greedy
6286,True,Epsilon-Greedy
6287,True,Epsilon-Greedy
6288,True,Epsilon-Greedy
6289,True,Epsilon-Greedy
6290,False,Epsilon-Greedy
6291,True,Epsilon-Greedy
6292,False,Epsilon-Greedy
6293,True,Epsilon-Greedy
6294,True,Epsilon-Greedy
6295,True,Epsilon-Greedy
6296,False,Epsilon-Greedy
6297,True,Epsilon-Greedy
6298,True,Epsilon-Greedy
6299,True,Epsilon-Greedy
6300,False,Epsilon-Greedy
6301,True,Epsilon-Greedy
6302,True,Epsilon-Greedy
6303,True,Epsilon-Greedy
6304,True,Epsilon-Greedy
6305,False,Epsilon-Greedy
6306,True,Epsilon-Greedy
6307,True,Epsilon-Greedy
6308,True,Epsilon-Greedy
6309,False,Epsilon-Greedy
6310,True,Epsilon-Greedy
6311,True,Epsilon-Greedy
6312,True,Epsilon-Greedy
6313,True,Epsilon-Greedy
6314,True,Epsilon-Greedy
6315,True,Epsilon-Greedy
6316,False,Epsilon-Greedy
6317,True,Epsilon-Greedy
6318,True,Epsilon-Greedy
6319,True,Epsilon-Greedy
6320,True,Epsilon-Greedy
6321,True,Epsilon-Greedy
6322,True,Epsilon-Greedy
6323,True,Epsilon-Greedy
6324,True,Epsilon-Greedy
6325,True,Epsilon-Greedy
6326,True,Epsilon-Greedy
6327,True,Epsilon-Greedy
6328,True,Epsilon-Greedy
6329,True,Epsilon-Greedy
6330,True,Epsilon-Greedy
6331,True,Epsilon-Greedy
6332,True,Epsilon-Greedy
6333,False,Epsilon-Greedy
6334,True,Epsilon-Greedy
6335,True,Epsilon-Greedy
6336,True,Epsilon-Greedy
6337,True,Epsilon-Greedy
6338,True,Epsilon-Greedy
6339,True,Epsilon-Greedy
6340,False,Epsilon-Greedy
6341,True,Epsilon-Greedy
6342,True,Epsilon-Greedy
6343,True,Epsilon-Greedy
6344,True,Epsilon-Greedy
6345,True,Epsilon-Greedy
6346,True,Epsilon-Greedy
6347,True,Epsilon-Greedy
6348,True,Epsilon-Greedy
6349,True,Epsilon-Greedy
6350,True,Epsilon-Greedy
6351,True,Epsilon-Greedy
6352,True,Epsilon-Greedy
6353,True,Epsilon-Greedy
6354,True,Epsilon-Greedy
6355,True,Epsilon-Greedy
6356,True,Epsilon-Greedy
6357,True,Epsilon-Greedy
6358,True,Epsilon-Greedy
6359,True,Epsilon-Greedy
6360,True,Epsilon-Greedy
6361,True,Epsilon-Greedy
6362,True,Epsilon-Greedy
6363,True,Epsilon-Greedy
6364,True,Epsilon-Greedy
6365,True,Epsilon-Greedy
6366,True,Epsilon-Greedy
6367,True,Epsilon-Greedy
6368,True,Epsilon-Greedy
6369,False,Epsilon-Greedy
6370,True,Epsilon-Greedy
6371,True,Epsilon-Greedy
6372,True,Epsilon-Greedy
6373,True,Epsilon-Greedy
6374,True,Epsilon-Greedy
6375,True,Epsilon-Greedy
6376,True,Epsilon-Greedy
6377,True,Epsilon-Greedy
6378,True,Epsilon-Greedy
6379,True,Epsilon-Greedy
6380,True,Epsilon-Greedy
6381,True,Epsilon-Greedy
6382,True,Epsilon-Greedy
6383,False,Epsilon-Greedy
6384,False,Epsilon-Greedy
6385,True,Epsilon-Greedy
6386,True,Epsilon-Greedy
6387,True,Epsilon-Greedy
6388,False,Epsilon-Greedy
6389,True,Epsilon-Greedy
6390,True,Epsilon-Greedy
6391,True,Epsilon-Greedy
6392,True,Epsilon-Greedy
6393,True,Epsilon-Greedy
6394,True,Epsilon-Greedy
6395,True,Epsilon-Greedy
6396,True,Epsilon-Greedy
6397,True,Epsilon-Greedy
6398,False,Epsilon-Greedy
6399,True,Epsilon-Greedy
6400,True,Epsilon-Greedy
6401,False,Epsilon-Greedy
6402,True,Epsilon-Greedy
6403,True,Epsilon-Greedy
6404,True,Epsilon-Greedy
6405,True,Epsilon-Greedy
6406,True,Epsilon-Greedy
6407,False,Epsilon-Greedy
6408,True,Epsilon-Greedy
6409,False,Epsilon-Greedy
6410,True,Epsilon-Greedy
6411,True,Epsilon-Greedy
6412,True,Epsilon-Greedy
6413,True,Epsilon-Greedy
6414,True,Epsilon-Greedy
6415,True,Epsilon-Greedy
6416,False,Epsilon-Greedy
6417,True,Epsilon-Greedy
6418,True,Epsilon-Greedy
6419,False,Epsilon-Greedy
6420,True,Epsilon-Greedy
6421,True,Epsilon-Greedy
6422,True,Epsilon-Greedy
6423,False,Epsilon-Greedy
6424,True,Epsilon-Greedy
6425,True,Epsilon-Greedy
6426,False,Epsilon-Greedy
6427,True,Epsilon-Greedy
6428,False,Epsilon-Greedy
6429,True,Epsilon-Greedy
6430,True,Epsilon-Greedy
6431,True,Epsilon-Greedy
6432,True,Epsilon-Greedy
6433,True,Epsilon-Greedy
6434,True,Epsilon-Greedy
6435,True,Epsilon-Greedy
6436,True,Epsilon-Greedy
6437,False,Epsilon-Greedy
6438,True,Epsilon-Greedy
6439,True,Epsilon-Greedy
6440,True,Epsilon-Greedy
6441,True,Epsilon-Greedy
6442,True,Epsilon-Greedy
6443,True,Epsilon-Greedy
6444,True,Epsilon-Greedy
6445,True,Epsilon-Greedy
6446,True,Epsilon-Greedy
6447,True,Epsilon-Greedy
6448,True,Epsilon-Greedy
6449,True,Epsilon-Greedy
6450,True,Epsilon-Greedy
6451,True,Epsilon-Greedy
6452,True,Epsilon-Greedy
6453,True,Epsilon-Greedy
6454,True,Epsilon-Greedy
6455,True,Epsilon-Greedy
6456,True,Epsilon-Greedy
6457,True,Epsilon-Greedy
6458,True,Epsilon-Greedy
6459,True,Epsilon-Greedy
6460,True,Epsilon-Greedy
6461,False,Epsilon-Greedy
6462,True,Epsilon-Greedy
6463,True,Epsilon-Greedy
6464,False,Epsilon-Greedy
6465,False,Epsilon-Greedy
6466,False,Epsilon-Greedy
6467,True,Epsilon-Greedy
6468,True,Epsilon-Greedy
6469,True,Epsilon-Greedy
6470,True,Epsilon-Greedy
6471,True,Epsilon-Greedy
6472,False,Epsilon-Greedy
6473,True,Epsilon-Greedy
6474,False,Epsilon-Greedy
6475,True,Epsilon-Greedy
6476,True,Epsilon-Greedy
6477,False,Epsilon-Greedy
6478,True,Epsilon-Greedy
6479,True,Epsilon-Greedy
6480,True,Epsilon-Greedy
6481,True,Epsilon-Greedy
6482,True,Epsilon-Greedy
6483,True,Epsilon-Greedy
6484,True,Epsilon-Greedy
6485,True,Epsilon-Greedy
6486,True,Epsilon-Greedy
6487,True,Epsilon-Greedy
6488,True,Epsilon-Greedy
6489,True,Epsilon-Greedy
6490,True,Epsilon-Greedy
6491,True,Epsilon-Greedy
6492,True,Epsilon-Greedy
6493,True,Epsilon-Greedy
6494,True,Epsilon-Greedy
6495,True,Epsilon-Greedy
6496,True,Epsilon-Greedy
6497,True,Epsilon-Greedy
6498,False,Epsilon-Greedy
6499,True,Epsilon-Greedy
6500,True,Epsilon-Greedy
6501,True,Epsilon-Greedy
6502,True,Epsilon-Greedy
6503,True,Epsilon-Greedy
6504,True,Epsilon-Greedy
6505,True,Epsilon-Greedy
6506,False,Epsilon-Greedy
6507,True,Epsilon-Greedy
6508,True,Epsilon-Greedy
6509,True,Epsilon-Greedy
6510,True,Epsilon-Greedy
6511,True,Epsilon-Greedy
6512,True,Epsilon-Greedy
6513,True,Epsilon-Greedy
6514,True,Epsilon-Greedy
6515,True,Epsilon-Greedy
6516,True,Epsilon-Greedy
6517,True,Epsilon-Greedy
6518,True,Epsilon-Greedy
6519,True,Epsilon-Greedy
6520,True,Epsilon-Greedy
6521,True,Epsilon-Greedy
6522,True,Epsilon-Greedy
6523,True,Epsilon-Greedy
6524,True,Epsilon-Greedy
6525,False,Epsilon-Greedy
6526,True,Epsilon-Greedy
6527,True,Epsilon-Greedy
6528,True,Epsilon-Greedy
6529,True,Epsilon-Greedy
6530,True,Epsilon-Greedy
6531,True,Epsilon-Greedy
6532,True,Epsilon-Greedy
6533,True,Epsilon-Greedy
6534,True,Epsilon-Greedy
6535,True,Epsilon-Greedy
6536,True,Epsilon-Greedy
6537,False,Epsilon-Greedy
6538,True,Epsilon-Greedy
6539,False,Epsilon-Greedy
6540,True,Epsilon-Greedy
6541,True,Epsilon-Greedy
6542,True,Epsilon-Greedy
6543,True,Epsilon-Greedy
6544,True,Epsilon-Greedy
6545,True,Epsilon-Greedy
6546,True,Epsilon-Greedy
6547,True,Epsilon-Greedy
6548,True,Epsilon-Greedy
6549,True,Epsilon-Greedy
6550,True,Epsilon-Greedy
6551,True,Epsilon-Greedy
6552,True,Epsilon-Greedy
6553,True,Epsilon-Greedy
6554,True,Epsilon-Greedy
6555,True,Epsilon-Greedy
6556,True,Epsilon-Greedy
6557,True,Epsilon-Greedy
6558,True,Epsilon-Greedy
6559,True,Epsilon-Greedy
6560,True,Epsilon-Greedy
6561,True,Epsilon-Greedy
6562,False,Epsilon-Greedy
6563,True,Epsilon-Greedy
6564,False,Epsilon-Greedy
6565,True,Epsilon-Greedy
6566,True,Epsilon-Greedy
6567,True,Epsilon-Greedy
6568,True,Epsilon-Greedy
6569,True,Epsilon-Greedy
6570,True,Epsilon-Greedy
6571,True,Epsilon-Greedy
6572,True,Epsilon-Greedy
6573,True,Epsilon-Greedy
6574,True,Epsilon-Greedy
6575,True,Epsilon-Greedy
6576,True,Epsilon-Greedy
6577,False,Epsilon-Greedy
6578,True,Epsilon-Greedy
6579,True,Epsilon-Greedy
6580,True,Epsilon-Greedy
6581,True,Epsilon-Greedy
6582,True,Epsilon-Greedy
6583,False,Epsilon-Greedy
6584,True,Epsilon-Greedy
6585,True,Epsilon-Greedy
6586,True,Epsilon-Greedy
6587,True,Epsilon-Greedy
6588,True,Epsilon-Greedy
6589,False,Epsilon-Greedy
6590,True,Epsilon-Greedy
6591,False,Epsilon-Greedy
6592,False,Epsilon-Greedy
6593,True,Epsilon-Greedy
6594,True,Epsilon-Greedy
6595,True,Epsilon-Greedy
6596,True,Epsilon-Greedy
6597,True,Epsilon-Greedy
6598,True,Epsilon-Greedy
6599,False,Epsilon-Greedy
6600,True,Epsilon-Greedy
6601,True,Epsilon-Greedy
6602,True,Epsilon-Greedy
6603,True,Epsilon-Greedy
6604,True,Epsilon-Greedy
6605,True,Epsilon-Greedy
6606,True,Epsilon-Greedy
6607,True,Epsilon-Greedy
6608,True,Epsilon-Greedy
6609,True,Epsilon-Greedy
6610,True,Epsilon-Greedy
6611,True,Epsilon-Greedy
6612,True,Epsilon-Greedy
6613,True,Epsilon-Greedy
6614,True,Epsilon-Greedy
6615,True,Epsilon-Greedy
6616,True,Epsilon-Greedy
6617,True,Epsilon-Greedy
6618,True,Epsilon-Greedy
6619,True,Epsilon-Greedy
6620,True,Epsilon-Greedy
6621,True,Epsilon-Greedy
6622,False,Epsilon-Greedy
6623,True,Epsilon-Greedy
6624,False,Epsilon-Greedy
6625,True,Epsilon-Greedy
6626,True,Epsilon-Greedy
6627,True,Epsilon-Greedy
6628,True,Epsilon-Greedy
6629,True,Epsilon-Greedy
6630,True,Epsilon-Greedy
6631,True,Epsilon-Greedy
6632,True,Epsilon-Greedy
6633,False,Epsilon-Greedy
6634,True,Epsilon-Greedy
6635,True,Epsilon-Greedy
6636,True,Epsilon-Greedy
6637,True,Epsilon-Greedy
6638,False,Epsilon-Greedy
6639,True,Epsilon-Greedy
6640,True,Epsilon-Greedy
6641,True,Epsilon-Greedy
6642,True,Epsilon-Greedy
6643,False,Epsilon-Greedy
6644,True,Epsilon-Greedy
6645,True,Epsilon-Greedy
6646,True,Epsilon-Greedy
6647,True,Epsilon-Greedy
6648,False,Epsilon-Greedy
6649,True,Epsilon-Greedy
6650,True,Epsilon-Greedy
6651,True,Epsilon-Greedy
6652,True,Epsilon-Greedy
6653,False,Epsilon-Greedy
6654,True,Epsilon-Greedy
6655,True,Epsilon-Greedy
6656,True,Epsilon-Greedy
6657,True,Epsilon-Greedy
6658,True,Epsilon-Greedy
6659,True,Epsilon-Greedy
6660,True,Epsilon-Greedy
6661,True,Epsilon-Greedy
6662,True,Epsilon-Greedy
6663,True,Epsilon-Greedy
6664,True,Epsilon-Greedy
6665,True,Epsilon-Greedy
6666,True,Epsilon-Greedy
6667,True,Epsilon-Greedy
6668,True,Epsilon-Greedy
6669,True,Epsilon-Greedy
6670,True,Epsilon-Greedy
6671,True,Epsilon-Greedy
6672,True,Epsilon-Greedy
6673,True,Epsilon-Greedy
6674,True,Epsilon-Greedy
6675,False,Epsilon-Greedy
6676,True,Epsilon-Greedy
6677,True,Epsilon-Greedy
6678,True,Epsilon-Greedy
6679,True,Epsilon-Greedy
6680,True,Epsilon-Greedy
6681,True,Epsilon-Greedy
6682,True,Epsilon-Greedy
6683,True,Epsilon-Greedy
6684,True,Epsilon-Greedy
6685,True,Epsilon-Greedy
6686,True,Epsilon-Greedy
6687,True,Epsilon-Greedy
6688,True,Epsilon-Greedy
6689,True,Epsilon-Greedy
6690,True,Epsilon-Greedy
6691,True,Epsilon-Greedy
6692,True,Epsilon-Greedy
6693,True,Epsilon-Greedy
6694,True,Epsilon-Greedy
6695,False,Epsilon-Greedy
6696,True,Epsilon-Greedy
6697,True,Epsilon-Greedy
6698,False,Epsilon-Greedy
6699,True,Epsilon-Greedy
6700,True,Epsilon-Greedy
6701,True,Epsilon-Greedy
6702,True,Epsilon-Greedy
6703,True,Epsilon-Greedy
6704,True,Epsilon-Greedy
6705,True,Epsilon-Greedy
6706,True,Epsilon-Greedy
6707,False,Epsilon-Greedy
6708,True,Epsilon-Greedy
6709,True,Epsilon-Greedy
6710,True,Epsilon-Greedy
6711,True,Epsilon-Greedy
6712,True,Epsilon-Greedy
6713,True,Epsilon-Greedy
6714,True,Epsilon-Greedy
6715,True,Epsilon-Greedy
6716,True,Epsilon-Greedy
6717,True,Epsilon-Greedy
6718,True,Epsilon-Greedy
6719,True,Epsilon-Greedy
6720,False,Epsilon-Greedy
6721,True,Epsilon-Greedy
6722,True,Epsilon-Greedy
6723,True,Epsilon-Greedy
6724,True,Epsilon-Greedy
6725,True,Epsilon-Greedy
6726,True,Epsilon-Greedy
6727,True,Epsilon-Greedy
6728,False,Epsilon-Greedy
6729,True,Epsilon-Greedy
6730,True,Epsilon-Greedy
6731,True,Epsilon-Greedy
6732,True,Epsilon-Greedy
6733,True,Epsilon-Greedy
6734,True,Epsilon-Greedy
6735,True,Epsilon-Greedy
6736,True,Epsilon-Greedy
6737,False,Epsilon-Greedy
6738,True,Epsilon-Greedy
6739,True,Epsilon-Greedy
6740,False,Epsilon-Greedy
6741,True,Epsilon-Greedy
6742,True,Epsilon-Greedy
6743,True,Epsilon-Greedy
6744,True,Epsilon-Greedy
6745,True,Epsilon-Greedy
6746,True,Epsilon-Greedy
6747,True,Epsilon-Greedy
6748,False,Epsilon-Greedy
6749,False,Epsilon-Greedy
6750,True,Epsilon-Greedy
6751,True,Epsilon-Greedy
6752,True,Epsilon-Greedy
6753,True,Epsilon-Greedy
6754,True,Epsilon-Greedy
6755,True,Epsilon-Greedy
6756,False,Epsilon-Greedy
6757,True,Epsilon-Greedy
6758,True,Epsilon-Greedy
6759,True,Epsilon-Greedy
6760,True,Epsilon-Greedy
6761,True,Epsilon-Greedy
6762,False,Epsilon-Greedy
6763,True,Epsilon-Greedy
6764,True,Epsilon-Greedy
6765,False,Epsilon-Greedy
6766,True,Epsilon-Greedy
6767,True,Epsilon-Greedy
6768,False,Epsilon-Greedy
6769,True,Epsilon-Greedy
6770,True,Epsilon-Greedy
6771,True,Epsilon-Greedy
6772,True,Epsilon-Greedy
6773,True,Epsilon-Greedy
6774,True,Epsilon-Greedy
6775,False,Epsilon-Greedy
6776,True,Epsilon-Greedy
6777,True,Epsilon-Greedy
6778,True,Epsilon-Greedy
6779,True,Epsilon-Greedy
6780,False,Epsilon-Greedy
6781,True,Epsilon-Greedy
6782,True,Epsilon-Greedy
6783,True,Epsilon-Greedy
6784,True,Epsilon-Greedy
6785,True,Epsilon-Greedy
6786,True,Epsilon-Greedy
6787,True,Epsilon-Greedy
6788,True,Epsilon-Greedy
6789,True,Epsilon-Greedy
6790,False,Epsilon-Greedy
6791,True,Epsilon-Greedy
6792,True,Epsilon-Greedy
6793,False,Epsilon-Greedy
6794,True,Epsilon-Greedy
6795,True,Epsilon-Greedy
6796,True,Epsilon-Greedy
6797,True,Epsilon-Greedy
6798,True,Epsilon-Greedy
6799,True,Epsilon-Greedy
6800,True,Epsilon-Greedy
6801,True,Epsilon-Greedy
6802,True,Epsilon-Greedy
6803,True,Epsilon-Greedy
6804,True,Epsilon-Greedy
6805,True,Epsilon-Greedy
6806,True,Epsilon-Greedy
6807,True,Epsilon-Greedy
6808,True,Epsilon-Greedy
6809,True,Epsilon-Greedy
6810,True,Epsilon-Greedy
6811,True,Epsilon-Greedy
6812,True,Epsilon-Greedy
6813,True,Epsilon-Greedy
6814,False,Epsilon-Greedy
6815,True,Epsilon-Greedy
6816,True,Epsilon-Greedy
6817,True,Epsilon-Greedy
6818,True,Epsilon-Greedy
6819,True,Epsilon-Greedy
6820,True,Epsilon-Greedy
6821,True,Epsilon-Greedy
6822,True,Epsilon-Greedy
6823,True,Epsilon-Greedy
6824,True,Epsilon-Greedy
6825,True,Epsilon-Greedy
6826,True,Epsilon-Greedy
6827,True,Epsilon-Greedy
6828,True,Epsilon-Greedy
6829,True,Epsilon-Greedy
6830,True,Epsilon-Greedy
6831,True,Epsilon-Greedy
6832,True,Epsilon-Greedy
6833,True,Epsilon-Greedy
6834,True,Epsilon-Greedy
6835,True,Epsilon-Greedy
6836,True,Epsilon-Greedy
6837,True,Epsilon-Greedy
6838,True,Epsilon-Greedy
6839,True,Epsilon-Greedy
6840,True,Epsilon-Greedy
6841,True,Epsilon-Greedy
6842,True,Epsilon-Greedy
6843,True,Epsilon-Greedy
6844,True,Epsilon-Greedy
6845,True,Epsilon-Greedy
6846,True,Epsilon-Greedy
6847,True,Epsilon-Greedy
6848,True,Epsilon-Greedy
6849,True,Epsilon-Greedy
6850,True,Epsilon-Greedy
6851,True,Epsilon-Greedy
6852,True,Epsilon-Greedy
6853,True,Epsilon-Greedy
6854,True,Epsilon-Greedy
6855,False,Epsilon-Greedy
6856,True,Epsilon-Greedy
6857,True,Epsilon-Greedy
6858,True,Epsilon-Greedy
6859,False,Epsilon-Greedy
6860,False,Epsilon-Greedy
6861,True,Epsilon-Greedy
6862,True,Epsilon-Greedy
6863,True,Epsilon-Greedy
6864,True,Epsilon-Greedy
6865,True,Epsilon-Greedy
6866,True,Epsilon-Greedy
6867,True,Epsilon-Greedy
6868,True,Epsilon-Greedy
6869,False,Epsilon-Greedy
6870,True,Epsilon-Greedy
6871,True,Epsilon-Greedy
6872,False,Epsilon-Greedy
6873,False,Epsilon-Greedy
6874,True,Epsilon-Greedy
6875,True,Epsilon-Greedy
6876,True,Epsilon-Greedy
6877,True,Epsilon-Greedy
6878,True,Epsilon-Greedy
6879,True,Epsilon-Greedy
6880,True,Epsilon-Greedy
6881,True,Epsilon-Greedy
6882,False,Epsilon-Greedy
